ObjectID,GlobalID,What is the species of the tree?,treeclass,treenative,What would you rate the health of the tree (1 being no concerns and 6 being hazardous)?,What is the estimated % of deadwood in canopy (% of total)?,What is the estimated height of the tree (m) (above ground)?,What is the estimated width of the canopy (m)?,DBH,Any possible flags that the tree needs?,verticalaccuracy,horizontalaccuracy,sealevel,Date and time of observation,Any other comments on the tree?,CreationDate,Creator,EditDate,Editor,x,y
80,5cc1f71e-2f18-412f-8b6a-90d1fd656cbe,Redoak,Deciduous,Native,1,5,15,12,0.12095775674984047,8,2.5,3.7900924682617188,218.7138671875,11/6/2023 10:13:12 PM,"In Old Mill Park, Lindsay",11/6/2023 10:13:53 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 10:13:53 PM,trubini@flemingcollege.ca_Fleming,-78.73369614,44.3565819
81,2ed2400f-2480-4e58-813f-500a8155f897,Redoak,Deciduous,Native,2,10,8,4,0.0891267681314614,6,2.5,3.7900924682617188,217.38916015625,11/6/2023 10:17:55 PM,"In Old Mill Park, Lindsay",11/6/2023 10:18:26 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 10:18:26 PM,trubini@flemingcollege.ca_Fleming,-78.73327781,44.35643266
82,6edee994-2388-4e51-8cda-c0bc789f41f6,Whiteelm,Deciduous,Native,3,10,7,10,0.24191551349968093,"2,3,6",2.5,3.7900924682617188,218.0213623046875,11/6/2023 10:36:55 PM,Next to Tastee Shack in Lindsay,11/6/2023 10:37:27 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 10:37:27 PM,trubini@flemingcollege.ca_Fleming,-78.73490319,44.35747368
83,f11a7a82-190b-4370-bfa7-3be0aa126954,Europeanblackalder,Deciduous,Naturalized,3,12,1,13,3.819718634205488,"3,6,4",2.5,3.7900924682617188,229.14984130859375,11/7/2023 5:57:00 PM,,11/7/2023 5:57:54 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 5:57:54 PM,pashanmu@flemingcollege.ca_Fleming,-78.73957406,44.34126249
84,b66cbe2c-dbbe-4c83-bc0c-812ed0d8c85c,Spanishfir,Conifer,Introduced,4,70,8,11,2.864788975654116,"8,2",2.5,3.7900924682617188,233.440185546875,11/7/2023 6:02:00 PM,,11/7/2023 6:02:54 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 6:02:54 PM,pashanmu@flemingcollege.ca_Fleming,-78.74017177,44.34329261
85,e6cb0d62-d955-46b7-845b-f7efacc25e7f,Grandfir,Conifer,Native,3,3,8,3,3.819718634205488,"2,4",2.5,3.7900924682617188,226.99267578125,11/7/2023 6:07:23 PM,,11/7/2023 6:07:37 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 6:07:37 PM,pashanmu@flemingcollege.ca_Fleming,-78.73894985,44.34534206
86,9ce0e9d3-bd0d-4e66-a42a-fb1164d1f3f9,Bigleafmaple,Deciduous,Native,5,0,6,8,1.2732395447351628,"3,8",2.5,3.7900924682617188,233.757568359375,11/7/2023 6:13:50 PM,,11/7/2023 6:14:09 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 6:14:09 PM,pashanmu@flemingcollege.ca_Fleming,-78.73889013,44.34565659
87,94571953-5d0c-4968-a200-aa7ffcf8aee4,Nordmannfir,Conifer,Introduced,2,70,9,5,3.183098861837907,"2,4",2.5,3.7900924682617188,228.20068359375,11/7/2023 7:06:24 PM,,11/7/2023 7:06:43 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:06:43 PM,pashanmu@flemingcollege.ca_Fleming,-78.73777091,44.34553804
88,916f2503-bd54-4e57-af24-497e50190272,Nordmannfir,Conifer,Introduced,4,20,6,4,0.6366197723675814,2,2.5,3.7900924682617188,227.06768798828125,11/7/2023 7:09:29 PM,,11/7/2023 7:09:47 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:09:47 PM,pashanmu@flemingcollege.ca_Fleming,-78.73803227,44.3464998
89,35fee6aa-9e73-49ba-b587-d8ccb1d49787,Spanishfir,Conifer,Introduced,5,30,9,7,1.5915494309189535,2,2.5,3.7900924682617188,229.2581787109375,11/7/2023 7:11:10 PM,,11/7/2023 7:11:28 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:11:28 PM,pashanmu@flemingcollege.ca_Fleming,-78.73833041,44.3467522
90,9ce4b685-a516-46ce-94db-736151042325,Amurmaple,Deciduous,Introduced,5,5,8,5,1.2732395447351628,8,2.5,3.7900924682617188,228.9375,11/7/2023 7:12:50 PM,,11/7/2023 7:13:04 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:13:04 PM,pashanmu@flemingcollege.ca_Fleming,-78.73859542,44.34734741
91,0dbb198b-ab2f-4b6b-bbc2-4763dd067505,Redhorsechestnut,Deciduous,Introduced,3,60,9,6,1.909859317102744,2,2.5,3.7900924682617188,228.21209716796875,11/7/2023 7:14:19 PM,,11/7/2023 7:14:42 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:14:42 PM,pashanmu@flemingcollege.ca_Fleming,-78.73860125,44.34778552
92,7ea6cd9b-20e9-4daa-a6f4-5662bdd0a7d7,Bigleafmaple,Deciduous,Native,5,0,8,6,1.2732395447351628,8,2.5,3.7900924682617188,226.67724609375,11/7/2023 7:16:16 PM,,11/7/2023 7:16:32 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:16:32 PM,pashanmu@flemingcollege.ca_Fleming,-78.73887342,44.34843476
93,5c51400d-1af1-404b-a515-bb30ca328d4c,Manitobamaple,Deciduous,Native,4,10,5,4,0.954929658551372,2,2.5,3.7900924682617188,224.4039306640625,11/7/2023 7:18:50 PM,,11/7/2023 7:19:09 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:19:09 PM,pashanmu@flemingcollege.ca_Fleming,-78.7397383,44.34912387
94,dd28c6c6-52e3-45af-b70b-10084218bc42,Grandfir,Conifer,Native,5,0,9,6,1.2732395447351628,8,2.5,3.7900924682617188,223.8583984375,11/7/2023 7:20:16 PM,,11/7/2023 7:20:32 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:20:32 PM,pashanmu@flemingcollege.ca_Fleming,-78.74033744,44.34927133
95,9448759a-534b-4f5e-8c9f-39ef82211383,Sycamoremaple,Deciduous,Introduced,3,70,7,5,0.954929658551372,"2,4",2.5,3.7900924682617188,221.254638671875,11/7/2023 7:22:31 PM,,11/7/2023 7:22:53 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:22:53 PM,pashanmu@flemingcollege.ca_Fleming,-78.74149066,44.34872466
96,3d3eb6bb-0c51-4baf-9545-7c891a35e2cc,Blackmaple,Deciduous,Native,5,0,8,5,1.2732395447351628,8,2.5,3.7900924682617188,222.87689208984375,11/7/2023 7:24:24 PM,,11/7/2023 7:24:41 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:24:41 PM,pashanmu@flemingcollege.ca_Fleming,-78.74246227,44.3485153
97,c593bf11-e1b1-4d19-ad07-f8c2360ba199,Balsamfir,Conifer,Native,5,0,6,3,0.954929658551372,8,2.5,3.7900924682617188,224.26300048828125,11/7/2023 7:26:13 PM,,11/7/2023 7:26:28 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:26:28 PM,pashanmu@flemingcollege.ca_Fleming,-78.74214794,44.347759
98,7e39898d-862f-46b6-8bb2-d9dc2859a815,Stripedmaple,Deciduous,Native,4,20,7,5,1.2732395447351628,2,2.5,3.7900924682617188,225.661376953125,11/7/2023 7:28:10 PM,,11/7/2023 7:28:25 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:28:25 PM,pashanmu@flemingcollege.ca_Fleming,-78.74169853,44.34677214
99,25971f4e-aa02-44d1-9001-3b5c95e1a228,Subalpinefir,Conifer,Native,3,80,6,5,0.954929658551372,2,2.5,3.7900924682617188,222.85968017578125,11/7/2023 7:30:08 PM,,11/7/2023 7:30:34 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:30:34 PM,pashanmu@flemingcollege.ca_Fleming,-78.74152629,44.34604259
100,e08fb92e-e1d5-4c8e-a551-524bf8da15b8,Spanishfir,Conifer,Introduced,5,20,9,4,1.2732395447351628,2,2.5,3.7900924682617188,230.1829833984375,11/7/2023 7:32:07 PM,,11/7/2023 7:32:29 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:32:29 PM,pashanmu@flemingcollege.ca_Fleming,-78.74096221,44.34517436
101,547c72ec-0ab5-427c-b792-e2b3d1e563c5,Grandfir,Conifer,Native,5,0,10,7,1.5915494309189535,8,2.5,3.7900924682617188,224.5745849609375,11/7/2023 7:34:20 PM,,11/7/2023 7:34:35 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:34:35 PM,pashanmu@flemingcollege.ca_Fleming,-78.74036819,44.34466817
102,9bd75899-536d-4ba8-8caa-afba5fbd4f29,Noblefir,Conifer,Introduced,4,40,9,5,0.954929658551372,2,2.5,3.7900924682617188,222.99053955078125,11/7/2023 7:35:59 PM,,11/7/2023 7:36:17 PM,pashanmu@flemingcollege.ca_Fleming,11/7/2023 7:36:17 PM,pashanmu@flemingcollege.ca_Fleming,-78.74031155,44.3452416
103,58ddbd88-a457-432d-a56f-7cfb8e183d3d,Redmaple,Deciduous,Native,1,5,10,10,0.22281692032865347,8,2.5,3.7900924682617188,239.3978271484375,11/7/2023 8:42:22 PM,"In Broad St. Park, Lindsay",11/7/2023 8:43:59 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 8:43:59 PM,trubini@flemingcollege.ca_Fleming,-78.75181089,44.35003429
104,2aae8072-7f57-4f56-affc-f5ae1143a0f6,Redmaple,Deciduous,Native,1,5,26,20,0.2928450952890874,8,2.5,3.7900924682617188,238.0335693359375,11/7/2023 8:50:39 PM,"In Broad St. Park, Lindsay",11/7/2023 8:51:28 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 8:51:28 PM,trubini@flemingcollege.ca_Fleming,-78.75156157,44.34966702
105,f5101028-be38-4f8e-9cb4-72b2d7e65541,Europeanwhitepoplar,Deciduous,Introduced,2,10,13,5,0.0954929658551372,4,2.5,3.7900924682617188,238.0167236328125,11/7/2023 8:54:09 PM,"In Broad St. Park, Lindsay",11/7/2023 8:54:38 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 8:54:38 PM,trubini@flemingcollege.ca_Fleming,-78.7517217,44.34963749
106,a813286f-e8cf-4c62-bc0a-26750e35af50,Sugarmaple,Deciduous,Native,3,10,13,3,0.13687325105903,"2,6",2.5,3.7900924682617188,239.52435302734375,11/7/2023 8:57:12 PM,"In Broad St. Park, Lindsay",11/7/2023 8:57:44 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 8:57:44 PM,trubini@flemingcollege.ca_Fleming,-78.75149032,44.34953776
107,3fa324ed-5163-4efb-9e73-9eb0b0f6a672,Whitespruce,Conifer,Native,2,15,8,4,0.19416903057211232,4,2.5,3.7900924682617188,242.20294189453125,11/7/2023 9:02:05 PM,"In Broad St. Park, Lindsay",11/7/2023 9:02:34 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 9:02:34 PM,trubini@flemingcollege.ca_Fleming,-78.75135958,44.34935046
108,97e0acae-6778-4a8b-a605-e96b262a6b3c,Coloradospruce,Conifer,Introduced,2,15,9,6,0.16233804195373325,4,2.5,3.7900924682617188,237.8983154296875,11/7/2023 9:06:16 PM,"In Broad St. Park, Lindsay",11/7/2023 9:06:54 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 9:06:54 PM,trubini@flemingcollege.ca_Fleming,-78.751341,44.34917222
109,ab80ea1a-9b3a-4a5e-8f54-408c6c622b97,Easternwhitepine,Conifer,Native,1,5,16,5,0.17188733853924698,8,2.5,3.7900924682617188,238.20538330078125,11/7/2023 9:13:17 PM,"In Broad St. Park, Lindsay",11/7/2023 9:14:33 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 9:14:33 PM,trubini@flemingcollege.ca_Fleming,-78.75116039,44.34870464
110,8655df5a-9110-4555-b683-179bc5347f74,Whiteelm,Deciduous,Native,1,5,5,3,0.05411268065124442,8,2.5,3.7900924682617188,240.711669921875,11/7/2023 9:19:14 PM,"In Broad St. Park, Lindsay",11/7/2023 9:19:43 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 9:19:43 PM,trubini@flemingcollege.ca_Fleming,-78.7519747,44.34957039
111,435e9955-135e-4e45-bc73-fc390e167988,Redmaple,Deciduous,Native,2,5,10,10,0.24191551349968093,6,2.5,3.7900924682617188,237.51177978515625,11/7/2023 9:47:45 PM,"In Broad St. Park, Lindsay",11/7/2023 9:48:58 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 9:48:58 PM,trubini@flemingcollege.ca_Fleming,-78.75218256,44.34962788
112,fb4cc50b-e44a-46dc-a3fc-b9e5d46d5c01,Redmaple,Deciduous,Native,2,5,10,9,0.1814366351247607,6,2.5,3.7900924682617188,239.11981201171875,11/7/2023 9:50:35 PM,"In Broad St. Park, Lindsay",11/7/2023 9:51:11 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 9:51:11 PM,trubini@flemingcollege.ca_Fleming,-78.7522195,44.34926066
113,b0b504c2-5d75-45d1-b38b-a981cae2f544,Redmaple,Deciduous,Native,1,5,8,3,0.0954929658551372,8,2.5,3.7900924682617188,239.5267333984375,11/7/2023 9:53:22 PM,"In Broad St. Park, Lindsay",11/7/2023 9:53:50 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 9:53:50 PM,trubini@flemingcollege.ca_Fleming,-78.75193421,44.34857766
114,a4315215-c5c7-4c1a-a403-1f575a665d44,Whiteelm,Deciduous,Native,3,5,6,5,0.11777465788800255,2,2.5,3.7900924682617188,243.4532470703125,11/7/2023 9:55:31 PM,"In Broad St. Park, Lindsay",11/7/2023 9:56:04 PM,trubini@flemingcollege.ca_Fleming,11/7/2023 9:56:04 PM,trubini@flemingcollege.ca_Fleming,-78.75200575,44.34843283
