ObjectID,GlobalID,Name of the Data Collector:,Date and Time of the Survey Entry:,Latitude:,Longitude:,Altitude:,Horizontal Accuracy (hdop):,Vertical Accuracy (vdop):,What is the name of the tree?,CalTreetype,Class:,Caltreeorigin,Native:,The Health Estimate of the Observed Tree:,On a scale from 1-10: (Percent of total),The Height Estimate of the Observed Tree:,The Crown Spread Estimate of the Observed Tree:,Circumference of the Observed Tree at 1.4m height:,Diameter at Breast Height (DBH) of the Observed Tree:,Select the Appropriate Flags:,Additional Comments:,CreationDate,Creator,EditDate,Editor,x,y
75,acc87d88-fd78-4536-9629-017cad2402b7,4,11/7/2023 9:06:00 PM,44.33996333333333,-78.739855,238.2,1.600000023841858,5.900000095367432,21,Deciduous,Deciduous,Native,Native,3,30,20,8,1.5,0.477464829275686,"5,4",,11/7/2023 9:09:42 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 9:09:42 PM,hetparm@flemingcollege.ca_Fleming,-78.739855,44.3399633333333
76,86f14dfa-f5a7-49a3-9893-a70ccabdb46f,4,11/7/2023 9:11:00 PM,44.33992333333334,-78.73912833333334,231.4,1.399999976158142,7.099999904632568,299,Conifer,Conifer,Native,Native,5,10,9,2,0.5,0.15915494309189535,4,Good health,11/7/2023 9:13:09 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 9:13:09 PM,hetparm@flemingcollege.ca_Fleming,-78.7391283333333,44.3399233333333
77,2f0e1af7-e449-461d-9c59-fcad32df01c5,4,11/7/2023 9:49:00 PM,44.34049166666667,-78.7389,230.7,1.399999976158142,8.899999618530273,168,Conifer,Conifer,Introduced,Introduced,5,40,15,5,0.7,0.22281692032865347,4,Good health,11/7/2023 9:52:56 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 9:52:56 PM,hetparm@flemingcollege.ca_Fleming,-78.7389,44.3404916666667
78,93e13335-613d-4bb1-8b92-683ba931982d,4,11/7/2023 9:55:00 PM,44.34082,-78.73947666666666,233.4,1.5,11.199999809265137,188,Conifer,Conifer,Native,Native,5,30,17,8,1,0.3183098861837907,4,Good health,11/7/2023 9:57:35 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 9:57:35 PM,hetparm@flemingcollege.ca_Fleming,-78.7394766666667,44.34082
79,3c9484d5-5f05-4eaf-88e4-8d3674d01b54,4,11/7/2023 9:57:00 PM,44.34073333333334,-78.73954666666667,233.4,1.7000000476837158,11.199999809265137,176,Conifer,Conifer,Native,Native,5,20,20,9,1.5,0.477464829275686,4,Good health,11/7/2023 9:59:34 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 9:59:34 PM,hetparm@flemingcollege.ca_Fleming,-78.7395466666667,44.3407333333333
80,5abcd373-cf8e-4fcd-996c-3a6516e943be,5,11/7/2023 7:25:00 PM,44.34046166666667,-78.74038999999999,270,2.200000047683716,4.199999809265137,170,Conifer,Conifer,Native,Native,4,30,15,6,1,0.3183098861837907,4,Tree is observably partial in foliage with dead and broken branches,11/7/2023 10:21:40 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:40 PM,naisin@flemingcollege.ca_Fleming,-78.74039,44.3404616666667
81,aca13c92-b16d-42c9-bc1d-20aeac656e48,5,11/7/2023 7:30:00 PM,44.33984999999999,-78.74095166666666,273.1,2.200000047683716,3.9000000953674316,227,Deciduous,Deciduous,Native,Native,5,10,12,5,2,0.6366197723675814,8,Tree has minimal deadwood expanse.,11/7/2023 10:21:41 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:41 PM,naisin@flemingcollege.ca_Fleming,-78.7409516666667,44.33985
82,8f22b2af-bd5f-45e6-a957-c631779d1d30,5,11/7/2023 7:38:00 PM,44.339958333333335,-78.73992166666667,275.6,2.0999999046325684,3.9000000953674316,17,Deciduous,Deciduous,Naturalized,Naturalized,4,10,15,9,1,0.3183098861837907,"6,5",Tree bears evidence of infestation and physical evidence,11/7/2023 10:21:42 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:42 PM,naisin@flemingcollege.ca_Fleming,-78.7399216666667,44.3399583333333
83,56e0ec09-bcf0-43bd-8b21-4fbc94fcde2a,5,11/7/2023 7:40:00 PM,44.339909999999996,-78.73977,272.7,1.7999999523162842,3.799999952316284,19,Deciduous,Deciduous,Native,Native,5,10,15,2,1,0.3183098861837907,"6,4",Tree bears evidence of physical damage and bears dead/broken branches,11/7/2023 10:21:43 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:43 PM,naisin@flemingcollege.ca_Fleming,-78.73977,44.33991
84,cd51aa8f-c9cc-46ca-bb40-a39d6595aa28,5,11/7/2023 7:44:00 PM,44.339958333333335,-78.73967666666667,270.7,1.7000000476837158,3.700000047683716,21,Deciduous,Deciduous,Native,Native,4,20,12,1,2,0.6366197723675814,6,Tree bears evidence of physical damage,11/7/2023 10:21:44 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:44 PM,naisin@flemingcollege.ca_Fleming,-78.7396766666667,44.3399583333333
85,6ff557b9-668d-4fb3-b94b-0e1212b6927f,5,11/7/2023 7:48:00 PM,44.33982833333333,-78.73961,267.8,1.7000000476837158,3.700000047683716,72,Deciduous,Deciduous,Native,Native,4,30,10,4,1,0.3183098861837907,"2,5",Tree has evidence of infestation and needs to be monitored,11/7/2023 10:21:45 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:45 PM,naisin@flemingcollege.ca_Fleming,-78.73961,44.3398283333333
86,c1c460ff-1159-4bfa-a757-02ee0ac0719d,5,11/7/2023 7:50:00 PM,44.33990000000001,-78.73948,271,1.7999999523162842,3.700000047683716,90,Deciduous,Deciduous,Introduced,Introduced,6,10,3,2,1,0.3183098861837907,8,Tree exists in good health,11/7/2023 10:21:46 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:46 PM,naisin@flemingcollege.ca_Fleming,-78.73948,44.3399
87,2fab5410-309e-4c8f-8083-8f421b7b23e0,5,11/7/2023 7:52:00 PM,44.33990333333333,-78.739335,270.4,1.7000000476837158,3.799999952316284,228,Deciduous,Deciduous,Introduced,Introduced,4,10,2,1,1,0.3183098861837907,"6,5,4","Tree bears evidence of physical damage, dead/broken branches, and infestation",11/7/2023 10:21:48 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:48 PM,naisin@flemingcollege.ca_Fleming,-78.739335,44.3399033333333
88,4456b26a-702e-4666-9da8-3506be5214c3,5,11/7/2023 9:02:00 PM,44.34084666666666,-78.74095666666668,270.7,1.600000023841858,3.700000047683716,46,Deciduous,Deciduous,Native,Native,5,10,12,7,1,0.3183098861837907,8,The tree exists with low amount of deadwood and has foliage,11/7/2023 10:21:49 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:49 PM,naisin@flemingcollege.ca_Fleming,-78.7409566666667,44.3408466666667
89,9686e26b-f443-437d-a971-3881e7017f7c,5,11/7/2023 9:32:00 PM,44.340155,-78.73986333333333,263.4,1.600000023841858,3.700000047683716,179,Conifer,Conifer,Native,Native,5,20,12,9,2,0.6366197723675814,4,Tree bears dead/broken branches,11/7/2023 10:21:50 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:50 PM,naisin@flemingcollege.ca_Fleming,-78.7398633333333,44.340155
90,c5277a8c-6e5e-4cea-964a-c578d7b3b4e9,5,11/7/2023 9:32:00 PM,44.34003833333333,-78.73975999999999,266,1.600000023841858,3.700000047683716,11,Deciduous,Deciduous,Native,Native,4,30,10,2,1,0.3183098861837907,2,Tree needs to be monitored,11/7/2023 10:21:51 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:51 PM,naisin@flemingcollege.ca_Fleming,-78.73976,44.3400383333333
91,02c28b95-90ba-41df-ac59-e660f3985bd7,5,11/7/2023 9:33:00 PM,44.339961666666674,-78.739145,264,1.600000023841858,3.5999999046325684,169,Conifer,Conifer,Native,Native,4,20,7,5,1,0.3183098861837907,"5,6",Tree bears evidence of physical evidence and infestation,11/7/2023 10:21:52 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:52 PM,naisin@flemingcollege.ca_Fleming,-78.739145,44.3399616666667
92,14365b11-4136-4e38-88ac-a1084b826898,5,11/7/2023 9:36:00 PM,44.33987333333333,-78.73848,268.1,1.5,3.5999999046325684,8,Conifer,Conifer,Introduced,Introduced,5,50,13,8,1,0.3183098861837907,5,Tree bears evidence of infestation with average deadwood expanse,11/7/2023 10:21:52 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:52 PM,naisin@flemingcollege.ca_Fleming,-78.73848,44.3398733333333
93,b9e5370c-5afc-48eb-8c60-f1c0ab25d2ef,5,11/7/2023 9:37:00 PM,44.34012166666666,-78.73864666666667,270.1,1.7000000476837158,3.700000047683716,233,Deciduous,Deciduous,Native,Native,5,10,9,4,2,0.6366197723675814,4,Tree has minimal deadwood with observable broken/dead branches,11/7/2023 10:21:53 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:53 PM,naisin@flemingcollege.ca_Fleming,-78.7386466666667,44.3401216666667
94,c475c9bb-37d8-4d3a-9a5f-923724c82062,5,11/7/2023 9:39:00 PM,44.34020999999999,-78.73872666666666,267,1.600000023841858,3.5999999046325684,105,Deciduous,Deciduous,Native,Native,3,60,6,4,2,0.6366197723675814,2,Tree bears more than average deadwood expanse,11/7/2023 10:21:54 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:54 PM,naisin@flemingcollege.ca_Fleming,-78.7387266666667,44.34021
95,15b389b4-215e-4100-a118-acb7f9f7418a,5,11/7/2023 9:42:00 PM,44.34011333333333,-78.73832999999999,265.3,1.5,3.5999999046325684,284,Deciduous,Deciduous,Naturalized,Naturalized,5,20,11,5,2,0.6366197723675814,5,Tree bears infestation,11/7/2023 10:21:55 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:55 PM,naisin@flemingcollege.ca_Fleming,-78.73833,44.3401133333333
96,bf365248-014d-4c90-8518-2bffbcb73ad0,5,11/7/2023 9:43:00 PM,44.34002333333333,-78.73822666666666,270.8,1.5,3.5999999046325684,92,Deciduous,Deciduous,Native,Native,4,20,7,5,2,0.6366197723675814,"4,5",Tree bears lesser branches and removal.,11/7/2023 10:21:57 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:57 PM,naisin@flemingcollege.ca_Fleming,-78.7382266666667,44.3400233333333
97,fa54bce5-1c59-400b-82d1-4a55a11bf9dc,5,11/7/2023 9:44:00 PM,44.33997166666666,-78.73813166666667,272.5,1.5,3.5,293,Deciduous,Deciduous,Native,Native,6,0,13,3,1,0.3183098861837907,8,Tree stands tall with no evidence of deadwood,11/7/2023 10:21:57 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:57 PM,naisin@flemingcollege.ca_Fleming,-78.7381316666667,44.3399716666667
98,a0f4c326-8b00-4890-a1a7-ddc0650e40e9,5,11/7/2023 9:46:00 PM,44.33976666666668,-78.73789166666667,266.3,1.5,3.5999999046325684,172,Conifer,Conifer,Introduced,Introduced,5,10,15,6,2,0.6366197723675814,3,Tree exhibits full foliation,11/7/2023 10:21:58 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:58 PM,naisin@flemingcollege.ca_Fleming,-78.7378916666667,44.3397666666667
99,9e4063d9-c02d-4f2e-bf4b-f9415eee32c9,5,11/7/2023 9:47:00 PM,44.339713333333336,-78.73755166666666,269.6,1.399999976158142,3.5999999046325684,9,Deciduous,Deciduous,Native,Native,4,30,14,6,2,0.6366197723675814,"5,4",Tree bears no foliage,11/7/2023 10:21:59 PM,naisin@flemingcollege.ca_Fleming,11/7/2023 10:21:59 PM,naisin@flemingcollege.ca_Fleming,-78.7375516666667,44.3397133333333
100,ea58a9ad-ffb9-47c5-a698-385217a9e661,3,11/6/2023 4:38:00 PM,44.34061750702648,-78.7426216745752,266.204834175296,4.8871408716079605,3.152838583538304,228,Deciduous,Deciduous,Introduced,Introduced,1,10,10.5 m,5,1.2,0.3819718634205488,"8,4",Trimming of some dead leaves and branches is required. Besides that the tree looks healthy.,11/7/2023 10:30:51 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:51 PM,suachary@flemingcollege.ca_Fleming,-78.7426216745752,44.3406175070265
101,89950321-6708-4833-971e-68ff2c8bab25,3,11/6/2023 4:53:00 PM,44.341924205786455,-78.74295906470296,265.137856699526,4.871907849646231,3.1763266421047254,21,Deciduous,Deciduous,Native,Native,2,30,10.5,5,0.9,0.2864788975654116,"4,6,5",The tree looks fully yellow with some leaves which has turned brown aswell. It has infestation and also physical damage.,11/7/2023 10:30:52 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:52 PM,suachary@flemingcollege.ca_Fleming,-78.742959064703,44.3419242057865
102,b9c650ed-e21f-4558-ac60-e99e44d53a8a,3,11/6/2023 4:59:00 PM,44.34203881846226,-78.74357158065233,266.426821199246,5.013655157981456,2.947507250141173,174,Conifer,Conifer,Native,Native,2,40,15,5,0.8,0.25464790894703254,"5,3,6,4",It has many holes along the trunk which shows infestation. And it has  deadwoods.,11/7/2023 10:30:53 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:53 PM,suachary@flemingcollege.ca_Fleming,-78.7435715806523,44.3420388184623
103,a48fa44f-880d-46e4-a052-8470639040eb,3,11/6/2023 5:03:00 PM,44.341821092637645,-78.74392206888197,267.305519928224,4.974061043003389,3.0138436875964336,233,Deciduous,Deciduous,Native,Native,3,10,5,3,0.5,0.15915494309189535,"3,4,5,6",The tree looks dead with all the dried leaves which is brown in color and many seeds are there which looks dry.,11/7/2023 10:30:53 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:53 PM,suachary@flemingcollege.ca_Fleming,-78.743922068882,44.3418210926376
104,ae937d5f-c24f-43dd-b50c-af303da319ae,3,11/6/2023 5:11:00 PM,44.34162359095107,-78.74522084402051,267.788584453985,4.847458421212151,3.2135158140902673,221,Deciduous,Deciduous,Native,Native,3,40,8,4,0.7,0.22281692032865347,"3,4,5","The leaves of the tree are all dried giving a dull light brown color to it.Although the tree is all brown and dried, few green leaves.",11/7/2023 10:30:54 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:54 PM,suachary@flemingcollege.ca_Fleming,-78.7452208440205,44.3416235909511
105,85e07ce1-60fc-4552-88c1-e9aa845c1151,3,11/6/2023 5:18:00 PM,44.34175967376281,-78.74501407214083,267.883036646992,4.861439073438693,3.19232629410472,145,Conifer,Conifer,Introduced,Introduced,2,40,8,4,0.7,0.22281692032865347,"4,3,5",There are no leaves left on the tree with some turning brown and some still green.,11/7/2023 10:30:55 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:55 PM,suachary@flemingcollege.ca_Fleming,-78.7450140721408,44.3417596737628
106,98cc8a89-81e5-4e0e-bcb6-f51d7c9fcebf,3,11/7/2023 2:34:00 PM,44.35002110355123,-78.74041884078255,261.224557714537,10.524748399517861,11.081934266278507,227,Deciduous,Deciduous,Native,Native,2,10,12,4,0.1,0.03183098861837907,"3,4,5,6",The leaves of the tree has almost all fallen off. It has a very evident infestation. The color of the leaves are all fade.,11/7/2023 10:30:56 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:56 PM,suachary@flemingcollege.ca_Fleming,-78.7404188407826,44.3500211035512
107,4d980d3d-ad77-483d-b215-fee72fcbcfbb,3,11/7/2023 2:42:00 PM,44.346813091306,-78.74174869377454,261.86076295469,4.8401463760934105,3.2245185827931984,305,Deciduous,Deciduous,Naturalized,Naturalized,2,30,8,3,0.4,0.12732395447351627,"3,4,5,6",It has infestation and branches facing down. The color of the leaves a re faded into yellow.,11/7/2023 10:30:58 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:58 PM,suachary@flemingcollege.ca_Fleming,-78.7417486937745,44.346813091306
108,abe1811d-b6df-412d-a0ea-14425813f427,3,11/7/2023 2:45:00 PM,44.34597842873703,-78.74135268239519,262.402850895189,4.892363822895627,3.1447278510565786,190,Conifer,Conifer,Naturalized,Naturalized,2,10,30,3,0.1,0.03183098861837907,8,The tree looks healthy.,11/7/2023 10:30:58 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:58 PM,suachary@flemingcollege.ca_Fleming,-78.7413526823952,44.345978428737
109,7c7c0f7a-06dc-4674-a5f4-810dd902aa5e,3,11/7/2023 2:52:00 PM,44.34499434505724,-78.74110907682847,262.571392985061,4.891400258191616,3.1462263979173266,159,Deciduous,Deciduous,Naturalized,Naturalized,2,30,12,4.5,0.6,0.1909859317102744,"3,4,5,6",The tree has fruits visible. The leaves looks infested.,11/7/2023 10:30:59 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:30:59 PM,suachary@flemingcollege.ca_Fleming,-78.7411090768285,44.3449943450572
110,b7a3bbb9-67ea-4b19-afd0-e91c8782fb55,3,11/7/2023 2:56:00 PM,44.34432268078362,-78.74104169671045,262.827840168029,5.0767639917221405,2.8374291894499,168,Conifer,Conifer,Introduced,Introduced,1,20,30,5,2.5,0.7957747154594768,"3,4,1,8",The tree looks healthy with only few dead leaves. The tree is used as a Christmas tree.,11/7/2023 10:31:00 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:31:00 PM,suachary@flemingcollege.ca_Fleming,-78.7410416967105,44.3443226807836
112,a51cbf32-7a50-43fa-8880-f5459f2103d2,3,11/7/2023 3:11:00 PM,44.34080869730309,-78.73939317765834,266.318411712535,4.86727406909523,3.1834227129148274,189,Conifer,Conifer,Native,Native,2,10,30,8,2,0.6366197723675814,"3,5,6,8",Tree looks healthy with some minor infestation ,11/7/2023 10:31:12 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:31:12 PM,suachary@flemingcollege.ca_Fleming,-78.7393931776583,44.3408086973031
113,02b85217-309a-49b0-8419-343ef867b8e5,3,11/7/2023 3:19:00 PM,44.338354157319465,-78.73703842939433,263.623242966831,4.9401251787166895,3.069153018570146,193,Deciduous,Deciduous,Introduced,Introduced,1,0,12,5,1.5,0.477464829275686,"8,3",Newly planted tree of about 1 year old,11/7/2023 10:31:13 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:31:13 PM,suachary@flemingcollege.ca_Fleming,-78.7370384293943,44.3383541573195
114,6dcd6c44-09e1-4a30-af36-f62b82023ae4,3,11/7/2023 3:31:00 PM,44.33770929220779,-78.73839610431364,265.648170904256,4.561042251712256,5.845879988104769,290,Conifer,Conifer,Native,Native,3,10,18,3.5,1.5,0.477464829275686,"4,5,3",Tree looks healthy with some dead leaves and some pruning recommended ,11/7/2023 10:31:14 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:31:14 PM,suachary@flemingcollege.ca_Fleming,-78.7383961043136,44.3377092922078
116,b3b0d288-afa3-40d7-8309-eba5a250d8af,3,11/7/2023 6:57:00 PM,44.36697565263297,-78.75821202991445,273.979942905717,14.799291374322545,15.864980659838162,17,Deciduous,Deciduous,Naturalized,Naturalized,2,30,30,15,2.5,0.7957747154594768,"4,5,3,8",Leaves of the tree are infested else the plant look healthy ,11/7/2023 10:31:16 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:31:16 PM,suachary@flemingcollege.ca_Fleming,-78.7582120299144,44.366975652633
117,f2c70a8f-d59b-4d23-abd1-9178122dd2c9,3,11/7/2023 7:11:00 PM,44.361737768324694,-78.75545913638376,272.743135537021,4.889737016614687,3.1488107185311955,224,Deciduous,Deciduous,Introduced,Introduced,1,10,12,5,1.25,0.3978873577297384,"3,8",Tree looks fine and healthy ,11/7/2023 10:31:16 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:31:16 PM,suachary@flemingcollege.ca_Fleming,-78.7554591363838,44.3617377683247
119,0446c8b2-9940-44ff-a026-4fcdc118b647,3,11/7/2023 7:35:00 PM,44.348651050132105,-78.74988423602201,274.997477211989,4.8465099882567335,3.2149460285542197,123,Deciduous,Deciduous,Native,Native,3,20,13,3,1.5,0.477464829275686,"2,4",Dieback and dying,11/7/2023 10:31:18 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:31:18 PM,suachary@flemingcollege.ca_Fleming,-78.749884236022,44.3486510501321
120,5f0d2ecb-f41c-4e6f-84df-c0cea0875465,3,11/7/2023 10:34:00 PM,44.34101465772624,-78.73994266913121,267.259342602454,6.117495734436643,1.0272038073092462,178,Conifer,Conifer,Native,Native,3,20,15,4,1.5,0.477464829275686,"4,5,2",Tree needs pruning. Dead leaves can be seen,11/7/2023 10:36:23 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:36:23 PM,suachary@flemingcollege.ca_Fleming,-78.7399426691312,44.3410146577262
122,99f7f056-da2d-40e0-9afa-ed34149d3695,3,11/7/2023 10:48:00 PM,44.34101605627584,-78.73992985279915,267.282050354406,15.316399258569753,1.0522897254337558,64,Deciduous,Deciduous,Introduced,Introduced,3,30,9,3,1,0.3183098861837907,"2,4",Plants leaves has disease as yellow and brown patches seen in leaves.,11/7/2023 10:51:40 PM,suachary@flemingcollege.ca_Fleming,11/7/2023 10:51:40 PM,suachary@flemingcollege.ca_Fleming,-78.7399298527992,44.3410160562758
