ObjectID,GlobalID,UserID,Elevation,Accuracy,Select the observed tree from the list:,The observed species type is:,The observed species native status is:,The DBH(Diameter at Breast Height) is:,Estimate the height (m) of the tree:,Estimate the spread of the canopy (m):,Estimate the amount (%) of deadwood in the canopy:,Rank the health of the tree 1 - 6:,Are any of these flag applicable? Select as many as apply.,Any comments?,CreationDate,Creator,EditDate,Editor,x,y
81,5810adcc-bc37-4ae9-b582-e5f117ad76e3,apmcba@flemingcollege.ca_Fleming,268.898040837608,4.7358717831491,Red oak,Deciduous,Native,46.15,17,4,Deadwood20,Health2,BeautifulExample,,11/7/2023 6:02:09 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:02:09 PM,apmcba@flemingcollege.ca_Fleming,-78.7391317137682,44.3393758118932
82,d73fb4bc-0880-45e8-a910-f855677426ef,mivimey@flemingcollege.ca_Fleming,269.548021792434,4.7362468160747,Eastern white-cedar,Conifer,Native,2.23,3,2,Deadwood10,Health1,BeautifulExample,,11/7/2023 6:02:21 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:02:21 PM,mivimey@flemingcollege.ca_Fleming,-78.7391033645151,44.3394117232169
83,bc586ac2-93eb-464a-a21f-8f259e15eb01,mivimey@flemingcollege.ca_Fleming,268.775373147801,4.76793004114063,Eastern white-cedar,Conifer,Native,3.18,3,2,Deadwood10,Health1,BeautifulExample,,11/7/2023 6:02:57 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:02:57 PM,mivimey@flemingcollege.ca_Fleming,-78.7390909795504,44.3393780310306
84,6c472511-7e00-423e-83b1-aaae421e1d11,mivimey@flemingcollege.ca_Fleming,269.464440382086,4.73770645331275,Eastern white-cedar,Conifer,Native,3.18,3,2,Deadwood10,Health1,BeautifulExample,,11/7/2023 6:03:30 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:03:30 PM,mivimey@flemingcollege.ca_Fleming,-78.7390814439228,44.3393516406727
85,6443da48-83d8-4ff4-bb5d-44d7f1c17768,mivimey@flemingcollege.ca_Fleming,269.091878873296,4.73814637956409,Eastern white-cedar,Conifer,Native,3.18,3,2,Deadwood10,Health1,BeautifulExample,,11/7/2023 6:03:59 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:03:59 PM,mivimey@flemingcollege.ca_Fleming,-78.7390634266709,44.3393180043489
86,d82de020-1490-4d43-bea2-4a27eb605c43,apmcba@flemingcollege.ca_Fleming,269.584277042188,4.73849750301561,Red pine,Conifer,Native,38.2,13,3,Deadwood20,Health3,Infestation,,11/7/2023 6:04:35 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:04:35 PM,apmcba@flemingcollege.ca_Fleming,-78.7389415110932,44.3392242338418
87,a8752f11-4ea1-4b2f-858d-fa2a751fc83a,mivimey@flemingcollege.ca_Fleming,268.35643982701,4.73614481966925,Eastern white pine,Conifer,Native,44.56,15,8,Deadwood10,Health2,PhysicaDamage,,11/7/2023 6:04:39 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:04:39 PM,mivimey@flemingcollege.ca_Fleming,-78.7389977353151,44.3392494829278
88,1773a7eb-9b30-4841-806f-153b190081a9,mivimey@flemingcollege.ca_Fleming,268.205007233657,4.75470241232996,White spruce,Conifer,Native,9.55,13,2,Deadwood20,Health2,Infestation,,11/7/2023 6:05:36 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:05:36 PM,mivimey@flemingcollege.ca_Fleming,-78.7389350195215,44.339177298978
89,a2f00826-e6fc-4de0-822c-43a7ba5416d3,apmcba@flemingcollege.ca_Fleming,268.012732711621,4.74037419142779,White spruce,Conifer,Native,35.97,14,3,Deadwood20,Health2,Infestation,,11/7/2023 6:05:53 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:05:53 PM,apmcba@flemingcollege.ca_Fleming,-78.7389815932839,44.3391254433822
90,bee3d88d-7aeb-482f-855b-5fbce12a542d,mivimey@flemingcollege.ca_Fleming,268.832830930129,4.74221060491567,Eastern white pine,Conifer,Native,2.55,4,1,Deadwood10,Health2,PhysicaDamage,,11/7/2023 6:06:15 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:06:15 PM,mivimey@flemingcollege.ca_Fleming,-78.7389104393263,44.3391275841487
91,ea8d35f8-2e39-4d17-b5e7-9cb2b6186960,apmcba@flemingcollege.ca_Fleming,267.287780359387,4.76167330296724,Norway spruce,Conifer,Introduced,46.15,16,6,Deadwood20,Health2,BeautifulExample,,11/7/2023 6:06:32 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:06:32 PM,apmcba@flemingcollege.ca_Fleming,-78.7388862405783,44.3389803478935
92,60ec3b69-805f-4ea7-96c9-723894552c5a,mivimey@flemingcollege.ca_Fleming,267.823616231792,4.74438152759561,White spruce,Conifer,Native,3.82,4,1,Deadwood0,Health1,BeautifulExample,,11/7/2023 6:07:03 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:07:03 PM,mivimey@flemingcollege.ca_Fleming,-78.7388619009568,44.339095165588
93,2f195e7f-6685-4ee5-963d-a3bddfd0a31a,apmcba@flemingcollege.ca_Fleming,266.902145965025,4.74218778688577,Norway spruce,Conifer,Introduced,48.38,14,5,Deadwood20,Health2,BeautifulExample,,11/7/2023 6:07:33 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:07:33 PM,apmcba@flemingcollege.ca_Fleming,-78.7387238876663,44.3389068262745
94,508582dd-2f1c-4c9f-8afb-0e19cdc4707f,mivimey@flemingcollege.ca_Fleming,267.740465747193,4.73434653967836,Eastern white pine,Conifer,Native,63.66,17,4,Deadwood10,Health1,BeautifulExample,,11/7/2023 6:07:40 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:07:40 PM,mivimey@flemingcollege.ca_Fleming,-78.7389132313459,44.3390260785702
95,f62eed99-6e89-45d4-a211-6b5964d284df,mivimey@flemingcollege.ca_Fleming,268.391369850375,4.74679678590656,White spruce,Conifer,Native,4.77,5,2,Deadwood10,Health2,PhysicaDamage,,11/7/2023 6:08:33 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:08:33 PM,mivimey@flemingcollege.ca_Fleming,-78.7389718276796,44.3389150820839
96,5aa4ce8e-a5f7-492d-adfe-4d49f9211136,apmcba@flemingcollege.ca_Fleming,269.188696209341,4.7411611107566,Bur oak,Deciduous,Native,4.14,3,1,Deadwood10,Health1,BeautifulExample,,11/7/2023 6:09:32 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:09:32 PM,apmcba@flemingcollege.ca_Fleming,-78.7390475206995,44.3389576379366
97,9a21fe2b-a1e8-41c1-a8a3-979d561c91c1,mivimey@flemingcollege.ca_Fleming,269.828745881096,4.75300720162423,Scots pine,Conifer,Naturalized,6.37,4,2,Deadwood10,Health1,BeautifulExample,,11/7/2023 6:09:34 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:09:34 PM,mivimey@flemingcollege.ca_Fleming,-78.7391744921557,44.3389253584754
98,3a6d04d0-5221-4ba5-b725-924ee769115f,mivimey@flemingcollege.ca_Fleming,269.301688485779,4.74441018121174,Jack pine,Conifer,Native,7.96,6,2,Deadwood10,Health3,"PhysicaDamage,Trimming",,11/7/2023 6:10:14 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:10:14 PM,mivimey@flemingcollege.ca_Fleming,-78.7392022749381,44.3388987518103
99,a10c0ec6-5779-4900-b2dc-562ab12cdc20,apmcba@flemingcollege.ca_Fleming,268.691372870468,4.74582896522666,Eastern white pine,Conifer,Native,40.74,13,4,Deadwood10,Health1,BeautifulExample,,11/7/2023 6:10:29 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:10:29 PM,apmcba@flemingcollege.ca_Fleming,-78.7392016137881,44.3388431608588
100,89d0f410-c102-442b-80d4-e260fddd945c,mivimey@flemingcollege.ca_Fleming,269.061033569276,4.74614610469127,Jack pine,Conifer,Native,6.37,6,2,Deadwood10,Health2,PhysicaDamage,,11/7/2023 6:10:55 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:10:55 PM,mivimey@flemingcollege.ca_Fleming,-78.739213516504,44.338875516476
101,e8b70d02-244d-45c9-ab2e-554afffca4da,mivimey@flemingcollege.ca_Fleming,269.545069782063,4.7352531685554,Black ash,Deciduous,Native,4.77,5,3,Deadwood10,Health2,PhysicaDamage,,11/7/2023 6:11:58 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:11:58 PM,mivimey@flemingcollege.ca_Fleming,-78.7393700471275,44.3389998583123
102,d09b2d05-7011-488b-b0ee-220a8f6da299,mivimey@flemingcollege.ca_Fleming,268.579801220447,4.74316771979575,American beech,Deciduous,Native,4.77,4,3,Deadwood30,Health3,PhysicaDamage,,11/7/2023 6:13:12 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:13:12 PM,mivimey@flemingcollege.ca_Fleming,-78.7394471682179,44.3390504209511
103,e90f270d-03c0-43dc-bc07-c9b465e41975,mdematos@flemingcollege.ca_Fleming,267.211219724268,4.99703352255978,Sugar maple,Deciduous,Native,31.83,21,5,Deadwood10,Health3,PhysicaDamage,,11/7/2023 8:23:32 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:23:32 PM,mdematos@flemingcollege.ca_Fleming,-78.7398501012194,44.3399950597935
104,fcebb668-ba5c-4634-80f0-37398d96cfb3,mdematos@flemingcollege.ca_Fleming,267.994993609376,4.80194935278466,Largetooth aspen,Deciduous,Native,39.79,28,4,Deadwood0,Health2,BeautifulExample,,11/7/2023 8:24:44 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:24:44 PM,mdematos@flemingcollege.ca_Fleming,-78.7396026948974,44.3398811137514
105,100cd4e6-bf73-40a7-9e5c-8a8af0a5584c,mdematos@flemingcollege.ca_Fleming,269.677186177112,4.88039625349993,Eastern hemlock,Conifer,Native,9.55,12,2,Deadwood0,Health3,BeautifulExample,,11/7/2023 8:28:13 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:28:13 PM,mdematos@flemingcollege.ca_Fleming,-78.739405919868,44.339686501343
106,c702fab3-cd46-475c-bce5-af8ee89ce1fa,mdematos@flemingcollege.ca_Fleming,269.002587012015,4.94542796503433,Balsam fir,Conifer,Native,6.37,5,2,Deadwood0,Health2,,,11/7/2023 8:31:01 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:31:01 PM,mdematos@flemingcollege.ca_Fleming,-78.7392760195883,44.3395277694351
107,ba9631b3-0ff8-4fdb-a986-8c30bff52036,mdematos@flemingcollege.ca_Fleming,268.786676516756,4.8900896213886,Red oak,Deciduous,Native,38.2,22,4,Deadwood10,Health3,,,11/7/2023 8:32:48 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:32:48 PM,mdematos@flemingcollege.ca_Fleming,-78.7392301115607,44.3395407849025
108,bb655bcd-9de8-4fa3-8a09-fff69456ddfc,mdematos@flemingcollege.ca_Fleming,269.249152384698,5.00395775848746,Tamarack,Conifer,Native,47.75,27,5,Deadwood10,Health2,BeautifulExample,,11/7/2023 8:34:18 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:34:18 PM,mdematos@flemingcollege.ca_Fleming,-78.7392754100523,44.3394109829911
109,4ff9bd13-66a4-42e6-a48c-b3b400b10b8c,mdematos@flemingcollege.ca_Fleming,270.627097709104,4.85632622576729,Eastern white pine,Conifer,Native,11.14,15,3,Deadwood0,Health2,BeautifulExample,,11/7/2023 8:35:13 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:35:13 PM,mdematos@flemingcollege.ca_Fleming,-78.7393812759271,44.3395112805303
110,b536e260-b041-421a-b697-224df3e84c9d,mdematos@flemingcollege.ca_Fleming,270.667485047132,4.76078325115181,Red oak,Deciduous,Native,55.7,25,7,Deadwood0,Health2,BeautifulExample,,11/7/2023 8:36:27 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:36:27 PM,mdematos@flemingcollege.ca_Fleming,-78.7393813961945,44.3394035510458
111,1fb2dd5d-9a3f-42ce-ba94-b310deaf3c7a,mdematos@flemingcollege.ca_Fleming,272.277198331431,4.7419291079894,Black cherry,Deciduous,Native,12.73,15,2,Deadwood20,Health3,,,11/7/2023 8:37:32 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:37:32 PM,mdematos@flemingcollege.ca_Fleming,-78.7395261744141,44.3394048647837
112,eb56a459-4fbf-4177-abb5-1018fc2cc37e,mdematos@flemingcollege.ca_Fleming,271.055908951908,4.74270948056732,Balsam fir,Conifer,Native,28.65,25,6,Deadwood10,Health3,,,11/7/2023 8:39:37 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:39:37 PM,mdematos@flemingcollege.ca_Fleming,-78.7392514736706,44.3391569778698
113,1ec763c3-85ae-4901-b94a-a38ef7d8044e,mdematos@flemingcollege.ca_Fleming,267.836388887838,4.77308577950808,Largetooth aspen,Deciduous,Native,19.1,20,3,Deadwood10,Health2,,,11/7/2023 8:41:54 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:41:54 PM,mdematos@flemingcollege.ca_Fleming,-78.7392203475376,44.3389785997875
114,e83a8c65-20d9-42f0-b3e6-c529ac337a31,mdematos@flemingcollege.ca_Fleming,269.205165956169,4.74759112388214,Eastern white pine,Conifer,Native,41.38,25,7,Deadwood0,Health2,,,11/7/2023 8:43:06 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:43:06 PM,mdematos@flemingcollege.ca_Fleming,-78.7391775828789,44.338895058463
115,fc2822d6-54ef-4dae-aba2-4b10dd4c1cad,mdematos@flemingcollege.ca_Fleming,266.739502167329,4.84106880658615,White spruce,Conifer,Native,63.66,25,8,Deadwood0,Health2,BeautifulExample,,11/7/2023 8:46:21 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:46:21 PM,mdematos@flemingcollege.ca_Fleming,-78.7387307277968,44.3388762615477
116,b87a1ccc-e00b-4762-8fe0-fe7758f3cb3b,mdematos@flemingcollege.ca_Fleming,267.210306636989,4.74015894071934,European mountain-ash,Deciduous,Naturalized,20.69,12,7,Deadwood20,Health3,Trimming,,11/7/2023 8:49:32 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:49:32 PM,mdematos@flemingcollege.ca_Fleming,-78.7387713885336,44.3390536317996
117,e2f3a864-9d3c-42f5-a06a-bca3cfcbbb76,mdematos@flemingcollege.ca_Fleming,265.631427041255,4.73385612238733,Eastern white pine,Conifer,Native,76.39,27,10,Deadwood0,Health2,BeautifulExample,,11/7/2023 8:51:39 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:51:39 PM,mdematos@flemingcollege.ca_Fleming,-78.7383493334181,44.3388086948777
118,ce11596f-9741-4af4-8204-9a38e75d9f71,eirenhea@flemingcollege.ca_Fleming,230.074467036367,3.43466877937317,Yellow birch,Deciduous,Native,6.37,5,2,Deadwood0,Health2,PhysicaDamage,,11/7/2023 8:53:01 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 8:53:01 PM,eirenhea@flemingcollege.ca_Fleming,-78.7397131423175,44.3399827189249
119,f0c19c5a-f550-41ca-b348-55a09281daa6,eirenhea@flemingcollege.ca_Fleming,227.731964250509,5.71299600601196,Red oak,Deciduous,Native,35.01,9,12,Deadwood30,Health2,ConditionMonitored,,11/7/2023 8:53:02 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 8:53:02 PM,eirenhea@flemingcollege.ca_Fleming,-78.7398052378524,44.3416819501007
120,c42fed0f-294f-48e8-a287-26f7d964ca94,eirenhea@flemingcollege.ca_Fleming,236.036079683339,3.32746028900146,Eastern cottonwood,Deciduous,Native,42.97,11,6,Deadwood10,Health2,,,11/7/2023 8:53:03 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 8:53:03 PM,eirenhea@flemingcollege.ca_Fleming,-78.7398463314401,44.3426653346303
121,09a606a5-e01e-4743-bd8c-6f9db5459679,eirenhea@flemingcollege.ca_Fleming,239.15481467715,3.37791633605957,Red maple,Deciduous,Native,71.62,11,12,Deadwood10,Health3,"PhysicaDamage,ConditionMonitored",,11/7/2023 8:53:04 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 8:53:04 PM,eirenhea@flemingcollege.ca_Fleming,-78.7403948687208,44.3438979716733
122,c77b5ba9-59f4-4ef0-b205-060e67a82389,eirenhea@flemingcollege.ca_Fleming,241.779267344704,3.49634671211243,Basswood,Deciduous,Native,47.75,12,12,Deadwood10,Health2,,,11/7/2023 8:53:05 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 8:53:05 PM,eirenhea@flemingcollege.ca_Fleming,-78.7411724772167,44.3456166008088
123,e534336a-d0eb-4081-b794-ad447c649738,eirenhea@flemingcollege.ca_Fleming,241.88612056253,4.31678533554077,Manitoba maple,Deciduous,Native,25.46,8,10,Deadwood10,Health4,PhysicaDamage,least insane manitoba maple,11/7/2023 8:53:06 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 8:53:06 PM,eirenhea@flemingcollege.ca_Fleming,-78.7416091243219,44.3459482680611
124,2783015b-90c8-4da3-89ee-7a625ec2ee3f,eirenhea@flemingcollege.ca_Fleming,236.99388066714,3.2360851764679,Manitoba maple,Deciduous,Native,89.13,12,6,Deadwood20,Health3,PhysicaDamage,,11/7/2023 8:53:07 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 8:53:07 PM,eirenhea@flemingcollege.ca_Fleming,-78.7413429229995,44.3487745355461
125,4dfcea65-e607-4748-b6e4-db9451da1056,eirenhea@flemingcollege.ca_Fleming,229.658183212338,3.43118476867676,Red maple,Deciduous,Native,25.46,6,4,Deadwood10,Health4,,,11/7/2023 8:53:08 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 8:53:08 PM,eirenhea@flemingcollege.ca_Fleming,-78.7397386413962,44.3491936608633
126,146406c0-bd20-4e2f-9075-568d72a91751,eirenhea@flemingcollege.ca_Fleming,238.39358318959,3.57372188568115,Golden willow,Deciduous,Introduced,103.45,12,10,Deadwood30,Health4,"ConditionMonitored,ClearBranches,Infestation,PhysicaDamage",,11/7/2023 8:53:09 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 8:53:09 PM,eirenhea@flemingcollege.ca_Fleming,-78.7359116304285,44.3503373978146
127,31e9ee9e-56d3-48ca-b748-6db66df0489d,mdematos@flemingcollege.ca_Fleming,267.341727784835,4.75392047041404,Eastern cottonwood,Deciduous,Native,89.13,30,8,Deadwood10,Health3,Trimming,,11/7/2023 8:53:54 PM,mdematos@flemingcollege.ca_Fleming,11/7/2023 8:53:54 PM,mdematos@flemingcollege.ca_Fleming,-78.7379600591633,44.3388973426352
